Año:,Clase de accidente:,Tipo de accidente:,Provincia:,Cantón:,Distrito:,Ruta:,X_WGS84,Y_WGS84
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San Antonio,1,-84.21834,9.99935
2014,Con muertos o graves,Atropello a persona,Alajuela,Naranjo,El Rosario,1,-84.36076,10.03731
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San José,1,-84.25051,9.99424
2014,Solo heridos leves,Otros,Alajuela,Alajuela,Guácima,1,-84.21332,9.99839
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,Alajuela,San José,Cantonal,-84.26126,9.99530
2014,Solo heridos leves,Otros,Alajuela,Alajuela,San Antonio,1,-84.24341,9.99380
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,San José,1,-84.25867,9.99511
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,Garita,3,-84.28843,10.00959
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San Antonio,124,-84.21973,10.00076
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San José,3,-84.25169,10.01107
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San José,Cantonal,-84.23740,10.00920
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,Alajuela,Cantonal,-84.20523,10.02112
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,San José,Cantonal,-84.23799,10.01503
2014,Solo heridos leves,Salió de la vía,Alajuela,Atenas,Jesús,3,-84.43331,9.96925
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,Alajuela,Cantonal,-84.21356,10.01706
2014,Solo heridos leves,Salió de la vía,Alajuela,Alajuela,Río Segundo,111,-84.19510,9.99889
2014,Solo heridos leves,Vuelco,Alajuela,Alajuela,San Antonio,124,-84.24816,9.98507
2014,Solo heridos leves,Colisión con objeto fijo,Alajuela,Atenas,Concepción,720,-84.37658,9.94305
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,San Isidro,130,-84.21034,10.04110
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,Alajuela,125,-84.20371,10.03101
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,Alajuela,Cantonal,-84.21369,10.01438
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,Alajuela,Cantonal,-84.21405,10.01871
2014,Con muertos o graves,Vuelco,Alajuela,Alajuela,Turrúcares,136,-84.32193,9.93111
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,Alajuela,153,-84.21295,10.01170
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,Turrúcares,721,-84.34142,9.95868
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San José,Cantonal,-84.26510,9.99767
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,Garita,3,-84.31955,9.99257
2014,Con muertos o graves,Colisión entre vehículos,Alajuela,Alajuela,Alajuela,3,-84.21463,10.02040
2014,Solo heridos leves,Atropello a persona,Alajuela,Alajuela,Alajuela,3,-84.21010,10.01251
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,Alajuela,153,-84.21294,10.01164
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,San Antonio,Cantonal,-84.22629,10.00472
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,Alajuela,124,-84.21850,10.01478
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,Alajuela,Río Segundo,3,-84.20493,10.00517
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,Río Segundo,3,-84.20101,10.00167
2014,Solo heridos leves,Colisión con bicicleta,Alajuela,Alajuela,San Rafael,122,-84.22275,9.97034
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Alajuela,San José,118,-84.24298,10.01505
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,Alajuela,Alajuela,Cantonal,-84.22126,10.01493
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Alajuela,Alajuela,124,-84.21866,10.01567
2014,Solo heridos leves,Colisión con objeto fijo,Alajuela,Alajuela,San Rafael,122,-84.21689,9.97084
2014,Solo heridos leves,Colisión entre vehículos,San José,Pérez Zeledón,Daniel Flores,2,-83.68283,9.35620
2014,Con muertos o graves,Salió de la vía,San José,Pérez Zeledón,Páramo,2,-83.70374,9.52552
2014,Solo heridos leves,Vuelco,San José,Pérez Zeledón,Daniel Flores,2,-83.65538,9.30000
2014,Con muertos o graves,Atropello a persona,San José,Pérez Zeledón,Daniel Flores,2,-83.63622,9.26943
2014,Con muertos o graves,Colisión con motocicleta,San José,Pérez Zeledón,Rivas,2,-83.70675,9.50397
2014,Solo heridos leves,Colisión con objeto fijo,San José,Pérez Zeledón,Daniel Flores,2,-83.66332,9.31422
2014,Solo heridos leves,Colisión entre vehículos,San José,Pérez Zeledón,Cajón,2,-83.63173,9.26691
2014,Solo heridos leves,Colisión entre vehículos,San José,Pérez Zeledón,Rivas,2,-83.71078,9.53819
2014,Con muertos o graves,Salió de la vía,San José,Pérez Zeledón,Daniel Flores,2,-83.65382,9.29537
2014,Solo heridos leves,Vuelco,San José,Pérez Zeledón,Daniel Flores,2,-83.67125,9.33786
2014,Con muertos o graves,Colisión con motocicleta,San José,Pérez Zeledón,Pejibaye,330,-83.52629,9.12062
2014,Solo heridos leves,Colisión entre vehículos,San José,Pérez Zeledón,Cajón,2,-83.62988,9.27133
2014,Solo heridos leves,Vuelco,San José,Pérez Zeledón,Páramo,2,-83.71647,9.44511
2014,Con muertos o graves,Atropello a persona,Limón,Pococí,Guápiles,32,-83.87027,10.21605
2014,Solo heridos leves,Salió de la vía,Limón,Guácimo,Mercedes,32,-83.61239,10.17381
2014,Solo heridos leves,Colisión con bicicleta,Limón,Guácimo,Guácimo,Cantonal,-83.69305,10.20953
2014,Solo heridos leves,Otros,Limón,Limón,Río Blanco,32,-83.11279,9.99077
2014,Con muertos o graves,Colisión entre vehículos,Limón,Siquirres,Alegría,415,-83.58148,10.10660
2014,Con muertos o graves,Atropello a persona,Limón,Matina,Carrandi,32,-83.23361,10.02555
2014,Solo heridos leves,Colisión con motocicleta,Limón,Pococí,Guápiles,32,-83.79585,10.20238
2014,Con muertos o graves,Colisión con bicicleta,Limón,Siquirres,Siquirres,806,-83.50518,10.10007
2014,Con muertos o graves,Atropello a persona,Limón,Siquirres,Siquirres,Cantonal,-83.56806,9.98779
2014,Con muertos o graves,Colisión con motocicleta,Limón,Siquirres,El Cairo,32,-83.54198,10.11487
2014,Solo heridos leves,Colisión con motocicleta,Limón,Pococí,Guápiles,32,-83.78214,10.20299
2014,Solo heridos leves,Colisión entre vehículos,Limón,Pococí,Jiménez,32,-83.74982,10.20467
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Belén,San Antonio,111,-84.18478,9.97948
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,San Francisco,Cantonal,-84.11151,9.98629
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,San Francisco,111,-84.14941,9.99089
2014,Solo heridos leves,Atropello a persona,Heredia,Heredia,Mercedes,Cantonal,-84.12807,10.00123
2014,Solo heridos leves,Atropello a persona,Heredia,Heredia,San Francisco,Cantonal,-84.11436,9.98068
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Heredia,Cantonal,-84.11416,9.99777
2014,Con muertos o graves,Colisión con motocicleta,Heredia,Heredia,San Francisco,Cantonal,-84.13008,9.99181
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Santo Domingo,Santa Rosa,Cantonal,-84.09552,9.97416
2014,Con muertos o graves,Colisión con objeto fijo,Alajuela,Alajuela,San Rafael,122,-84.19641,9.97900
2014,Solo heridos leves,Colisión con bicicleta,Heredia,Heredia,Heredia,Cantonal,-84.11595,10.00547
2014,Solo heridos leves,Otros,Heredia,Heredia,Ulloa,1,-84.16194,9.98111
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Ulloa,106,-84.11702,9.96656
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,San Francisco,3,-84.13716,9.99696
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Belén,La Ribera,Cantonal,-84.17223,9.99091
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Ulloa,3,-84.11371,9.96858
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Heredia,Cantonal,-84.11416,9.99777
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Heredia,3,-84.11555,9.99704
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Heredia,Cantonal,-84.11502,9.99618
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Heredia,Cantonal,-84.11502,9.99623
2014,Solo heridos leves,Atropello a persona,Heredia,Heredia,Heredia,Cantonal,-84.11416,9.99803
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,San Francisco,3,-84.11141,9.97722
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Barva,San Pablo,114,-84.12369,10.02533
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Santo Domingo,Santa Rosa,5,-84.08963,9.97491
2014,Solo heridos leves,Colisión con bicicleta,Heredia,San Rafael,San Josecito,126,-84.11898,10.01051
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Flores,Llorente,3,-84.15058,10.00030
2014,Solo heridos leves,Atropello a persona,Heredia,San Rafael,San Rafael,Cantonal,-84.10040,10.01528
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Heredia,Cantonal,-84.11858,10.00323
2014,Solo heridos leves,Atropello a persona,Heredia,Heredia,Heredia,113,-84.11248,10.00110
2014,Solo heridos leves,Atropello a persona,Heredia,Barva,Santa Lucía,Cantonal,-84.11971,10.01513
2014,Solo heridos leves,Atropello a persona,Heredia,San Rafael,Santiago,Cantonal,-84.10379,10.00709
2014,Solo heridos leves,Colisión entre vehículos,Heredia,San Isidro,San Isidro,116,-84.05439,10.01374
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Mercedes,Cantonal,-84.13346,10.00712
2014,Solo heridos leves,Atropello a persona,Heredia,Barva,Barva,126,-84.12343,10.01881
2014,Solo heridos leves,Atropello a persona,Heredia,Santo Domingo,Santa Rosa,103,-84.09606,9.97470
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Barva,Santa Lucía,Cantonal,-84.11798,10.01694
2014,Solo heridos leves,Colisión con bicicleta,Heredia,Santo Domingo,San Vicente,Cantonal,-84.08969,9.98638
2014,Solo heridos leves,Atropello a persona,Heredia,Santo Domingo,Santo Domingo,103,-84.09062,9.97945
2014,Solo heridos leves,Atropello a persona,Heredia,Heredia,Mercedes,Cantonal,-84.13401,10.00977
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Santo Domingo,Santo Domingo,5,-84.08998,9.97618
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,Ulloa,111,-84.14868,9.98894
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Flores,Llorente,129,-84.15404,9.99909
2014,Solo heridos leves,Colisión con motocicleta,Heredia,San Pablo,Rincón de Sabanilla,5,-84.10335,9.99206
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Santo Domingo,Santo Tomás,116,-84.07396,9.98648
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,Ulloa,111,-84.15390,9.98666
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,San Francisco,171,-84.12704,9.99088
2014,Con muertos o graves,Colisión con bicicleta,Heredia,Santo Domingo,San Miguel,117,-84.05784,9.98577
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Santo Domingo,Santa Rosa,103,-84.10187,9.97053
2014,Solo heridos leves,Atropello a persona,Heredia,Santa Bárbara,Purabá,126,-84.15200,10.06584
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Heredia,Ulloa,106,-84.15204,9.98140
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Belén,La Asunción,Cantonal,-84.16900,9.98724
2014,Solo heridos leves,Colisión con motocicleta,Heredia,San Isidro,San José,112,-84.03752,10.01962
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Santo Domingo,Santa Rosa,103,-84.09960,9.97163
2014,Solo heridos leves,Colisión con motocicleta,Heredia,San Rafael,San Rafael,Cantonal,-84.09650,10.01590
2014,Solo heridos leves,Atropello a persona,Heredia,Santo Domingo,Pará,308,-84.03157,9.99946
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Santo Domingo,Santo Tomás,116,-84.07363,9.98197
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Santo Domingo,Santo Domingo,Cantonal,-84.09296,9.98320
2014,Solo heridos leves,Colisión con motocicleta,Heredia,San Rafael,San Josecito,113,-84.10583,10.01301
2014,Solo heridos leves,Colisión entre vehículos,Heredia,Heredia,Heredia,Cantonal,-84.11589,10.00136
2014,Solo heridos leves,Atropello a persona,Puntarenas,Puntarenas,Barranca,Cantonal,-84.71920,9.98192
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Esparza,Caldera,Cantonal,-84.69834,9.92017
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,El Roble,23,-84.73940,9.97517
2014,Con muertos o graves,Vuelco,Puntarenas,Puntarenas,El Roble,17,-84.75131,9.97824
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Puntarenas,Barranca,17,-84.72398,9.97987
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Puntarenas,Chacarita,17,-84.75830,9.97810
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,El Roble,17,-84.73702,9.97806
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Puntarenas,Puntarenas,17,-84.83667,9.97711
2014,Solo heridos leves,Vuelco,Puntarenas,Puntarenas,El Roble,23,-84.73636,9.96335
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Puntarenas,Barranca,17,-84.72091,9.98269
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,El Roble,17,-84.73673,9.97808
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Esparza,Caldera,23,-84.73479,9.95741
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Montes de Oro,Miramar,144,-84.73093,10.08211
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,El Roble,23,-84.73782,9.96877
2014,Con muertos o graves,Colisión con bicicleta,Puntarenas,Puntarenas,Chomes,132,-84.89618,10.11321
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Puntarenas,Cantonal,-84.82921,9.97610
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Puntarenas,El Roble,17,-84.75188,9.97806
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,El Roble,Cantonal,-84.73782,9.97660
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Puntarenas,Puntarenas,17,-84.82081,9.97933
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Puntarenas,17,-84.84477,9.97644
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Puntarenas,Chomes,132,-84.94729,10.07017
2014,Solo heridos leves,Vuelco,Puntarenas,Esparza,Caldera,23,-84.71764,9.92904
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Esparza,Caldera,Cantonal,-84.69567,9.92146
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Puntarenas,Chacarita,17,-84.76586,9.97876
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Puntarenas,Puntarenas,Cantonal,-84.84832,9.97488
2014,Con muertos o graves,Atropello a persona,Puntarenas,Esparza,Caldera,27,-84.69235,9.92127
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Esparza,Caldera,27,-84.70722,9.91779
2014,Solo heridos leves,Vuelco,Puntarenas,Puntarenas,Chacarita,17,-84.76333,9.97851
2014,Con muertos o graves,Salió de la vía,Puntarenas,Esparza,Caldera,622,-84.69133,9.93900
2014,Solo heridos leves,Salió de la vía,Alajuela,San Ramón,Alfaro,742,-84.49536,10.09376
2014,Con muertos o graves,Colisión con motocicleta,Alajuela,San Ramón,San Rafael,135,-84.47142,10.08238
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,San Ramón,San Juan,Cantonal,-84.45949,10.10147
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,San Ramón,Volio,703,-84.46155,10.11940
2014,Con muertos o graves,Atropello a persona,Alajuela,San Ramón,San Juan,702,-84.46990,10.09237
2014,Solo heridos leves,Colisión entre vehículos,Alajuela,Palmares,Palmares,Cantonal,-84.43348,10.05448
2014,Solo heridos leves,Colisión con objeto fijo,Alajuela,San Ramón,San Isidro,169,-84.46409,10.08901
2014,Solo heridos leves,Colisión con motocicleta,Alajuela,Palmares,Zaragoza,135,-84.42934,10.04228
2014,Solo heridos leves,Salió de la vía,Limón,Pococí,Guápiles,32,-83.83137,10.20812
2014,Solo heridos leves,Colisión con motocicleta,Limón,Pococí,Guápiles,32,-83.81678,10.20327
2014,Con muertos o graves,Colisión con bicicleta,Limón,Pococí,Jiménez,32,-83.76358,10.20392
2014,Con muertos o graves,Atropello a persona,Limón,Guácimo,Pocora,32,-83.60179,10.16358
2014,Solo heridos leves,Colisión con motocicleta,Limón,Guácimo,Guácimo,248,-83.68374,10.20845
2014,Solo heridos leves,Colisión con motocicleta,Limón,Siquirres,Alegría,415,-83.58072,10.11090
2014,Solo heridos leves,Atropello a persona,Limón,Guácimo,Guácimo,248,-83.68367,10.20965
2014,Solo heridos leves,Colisión con bicicleta,Limón,Siquirres,El Cairo,Cantonal,-83.53787,10.12188
2014,Solo heridos leves,Colisión con motocicleta,Limón,Matina,Carrandi,32,-83.23175,10.02556
2014,Solo heridos leves,Colisión con motocicleta,Limón,Pococí,Jiménez,32,-83.75785,10.20425
2014,Solo heridos leves,Colisión con motocicleta,Limón,Pococí,Guápiles,32,-83.78880,10.20290
2014,Con muertos o graves,Colisión entre vehículos,Limón,Siquirres,Alegría,32,-83.55968,10.12900
2014,Solo heridos leves,Colisión entre vehículos,Limón,Pococí,Guápiles,4,-83.89768,10.21103
2014,Solo heridos leves,Colisión con bicicleta,Limón,Siquirres,Siquirres,32,-83.50413,10.09179
2014,Con muertos o graves,Colisión con motocicleta,Limón,Pococí,Guápiles,32,-83.90400,10.20027
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Puerto Cortés,34,-83.54498,8.98871
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Osa,Piedras Blancas,Cantonal,-83.33942,8.87015
2014,Solo heridos leves,Atropello a persona,Cartago,El Guarco,San Isidro,Cantonal,-83.96176,9.77495
2014,Con muertos o graves,Salió de la vía,San José,Desamparados,San Cristóbal,222,-84.02569,9.74935
2014,Con muertos o graves,Salió de la vía,San José,Desamparados,San Cristóbal,2,-83.99027,9.77799
2014,Solo heridos leves,Colisión entre vehículos,Cartago,Cartago,Guadalupe o Arenilla,2,-83.94786,9.85508
2014,Solo heridos leves,Colisión con bicicleta,San José,Desamparados,San Cristóbal,222,-84.00418,9.75058
2014,Con muertos o graves,Colisión con motocicleta,San José,Desamparados,Frailes,222,-84.03285,9.74987
2014,Con muertos o graves,Colisión entre vehículos,San José,Dota,Copey,2,-83.91635,9.68353
2014,Solo heridos leves,Colisión entre vehículos,Cartago,El Guarco,San Isidro,2,-83.84251,9.63337
2014,Solo heridos leves,Colisión con motocicleta,San José,Desamparados,San Cristóbal,2,-83.95930,9.74228
2014,Solo heridos leves,Colisión entre vehículos,Cartago,El Guarco,San Isidro,2,-83.95143,9.82968
2014,Con muertos o graves,Atropello a persona,Puntarenas,Buenos Aires,Potrero Grande,2,-83.25521,8.98235
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Palmar,2,-83.44498,8.96387
2014,Solo heridos leves,Colisión entre vehículos,Puntarenas,Osa,Palmar,2,-83.45740,8.96331
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Palmar,2,-83.36645,8.88149
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Palmar,Cantonal,-83.48374,8.94451
2014,Con muertos o graves,Atropello a persona,Puntarenas,Osa,Bahía Ballena,34,-83.82920,9.21686
2014,Con muertos o graves,Colisión con motocicleta,Puntarenas,Osa,Piedras Blancas,2,-83.32003,8.84610
2014,Con muertos o graves,Salió de la vía,Puntarenas,Osa,Bahía Drake,Cantonal,-83.62957,8.71060
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Osa,Puerto Cortés,Cantonal,-83.52639,8.97540
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Osa,Puerto Cortés,34,-83.51100,8.97583
2014,Con muertos o graves,Salió de la vía,Puntarenas,Osa,Puerto Cortés,34,-83.56831,9.00232
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Puerto Cortés,34,-83.54741,8.99006
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Palmar,2,-83.43665,8.96674
2014,Solo heridos leves,Otros,Puntarenas,Osa,Bahía Ballena,34,-83.71142,9.12992
2014,Solo heridos leves,Colisión con bicicleta,Puntarenas,Osa,Palmar,2,-83.43665,8.96674
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Osa,Puerto Cortés,34,-83.51100,8.97583
2014,Con muertos o graves,Colisión entre vehículos,Puntarenas,Osa,Piedras Blancas,2,-83.26050,8.80110
2014,Con muertos o graves,Colisión con bicicleta,Puntarenas,Osa,Palmar,2,-83.43665,8.96674
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Piedras Blancas,2,-83.28996,8.82171
2014,Solo heridos leves,Colisión con motocicleta,Puntarenas,Osa,Bahía Ballena,34,-83.82167,9.21328
2014,Con muertos o graves,Colisión con objeto fijo,Puntarenas,Osa,Palmar,223,-83.48049,8.90731
2014,Solo heridos leves,Salió de la vía,Puntarenas,Osa,Palmar,2,-83.45407,8.96349
2014,Solo heridos leves,Colisión entre vehículos,San José,San José,Hatillo,177,-84.11082,9.92101
2014,Solo heridos leves,Salió de la vía,Limón,Pococí,Guápiles,32,-83.81473,10.20317
2014,Solo heridos leves,Colisión con motocicleta,Limón,Pococí,Rita,809,-83.79474,10.27577
2014,Solo heridos leves,Vuelco,Limón,Pococí,Guápiles,149,-83.78858,10.21654
2014,Con muertos o graves,Vuelco,Limón,Pococí,Cariari,247,-83.73178,10.36620
2014,Solo heridos leves,Vuelco,Limón,Guácimo,Río Jiménez,Cantonal,-83.64101,10.26633
2014,Solo heridos leves,Colisión entre vehículos,Limón,Pococí,Rita,809,-83.77667,10.27173
2014,Solo heridos leves,Vuelco,Limón,Pococí,Cariari,Cantonal,-83.73873,10.36459
2014,Solo heridos leves,Vuelco,Limón,Pococí,Cariari,247,-83.73343,10.36364
2014,Solo heridos leves,Colisión entre vehículos,Limón,Pococí,Cariari,247,-83.72189,10.38196
2014,Solo heridos leves,Colisión con motocicleta,San José,Desamparados,San Antonio,210,-84.04516,9.90315
2014,Solo heridos leves,Caída de algún ocupante,San José,Desamparados,Damas,212,-84.04262,9.89235
2014,Solo heridos leves,Atropello a persona,San José,Desamparados,San Juan de Dios,Cantonal,-84.08076,9.87956
2014,Solo heridos leves,Atropello a persona,San José,Desamparados,San Juan de Dios,Cantonal,-84.08076,9.87956
2014,Solo heridos leves,Atropello a persona,San José,Desamparados,San Antonio,210,-84.04524,9.90254
2014,Solo heridos leves,Atropello a persona,San José,Desamparados,San Rafael Arriba,209,-84.07813,9.87367
2014,Solo heridos leves,Colisión con motocicleta,San José,Desamparados,San Rafael Arriba,209,-84.07106,9.88134
2014,Solo heridos leves,Colisión con motocicleta,San José,Desamparados,Patarrá,212,-84.03522,9.88235
2014,Solo heridos leves,Atropello animal,Cartago,Cartago,Corralillo,222,-84.06391,9.77127
2014,Solo heridos leves,Colisión con bicicleta,San José,Desamparados,Desamparados,209,-84.06443,9.89487
2014,Solo heridos leves,Atropello a persona,San José,Desamparados,San Rafael Arriba,Cantonal,-84.06346,9.86396
2014,Solo heridos leves,Colisión con motocicleta,San José,Desamparados,Desamparados,Cantonal,-84.07438,9.89502
2014,Solo heridos leves,Colisión con motocicleta,San José,Desamparados,Gravilias,209,-84.06476,9.88879
2014,Solo heridos leves,Salió de la vía,San José,Aserrí,Salitrillos,Cantonal,-84.06853,9.84727
2014,Solo heridos leves,Colisión con motocicleta,Cartago,Cartago,San Nicolás,2,-83.93617,9.88416
2014,Solo heridos leves,Atropello a persona,Cartago,Paraíso,Paraíso,224,-83.86721,9.82462
2014,Solo heridos leves,Vuelco,Cartago,Cartago,Aguacaliente o San Francisco,Cantonal,-83.92447,9.84525
2014,Con muertos o graves,Colisión con motocicleta,Cartago,Cartago,San Nicolás,2,-83.93690,9.89042
2014,Con muertos o graves,Colisión con motocicleta,Cartago,Cartago,Oriental,Cantonal,-83.92162,9.86104
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,Ipís,218,-84.00704,9.96600
2014,Solo heridos leves,Colisión entre vehículos,San José,Montes de Oca,San Pedro,39,-84.05523,9.93515
2014,Solo heridos leves,Otros,San José,Moravia,San Vicente,Cantonal,-84.04625,9.95674
2014,Solo heridos leves,Colisión con motocicleta,San José,Tibás,San Juan,Cantonal,-84.08542,9.95858
2014,Solo heridos leves,Colisión entre vehículos,San José,Goicoechea,Guadalupe,200,-84.04861,9.95263
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,Calle Blancos,100,-84.07305,9.94574
2014,Solo heridos leves,Colisión entre vehículos,San José,Goicoechea,Guadalupe,Cantonal,-84.04178,9.95649
2014,Solo heridos leves,Colisión con motocicleta,San José,Moravia,San Vicente,Cantonal,-84.04631,9.96107
2014,Solo heridos leves,Otros,San José,Tibás,San Juan,5,-84.08405,9.96347
2014,Solo heridos leves,Atropello a persona,San José,Moravia,San Vicente,109,-84.05482,9.95980
2014,Solo heridos leves,Colisión con motocicleta,San José,Moravia,San Vicente,Cantonal,-84.05046,9.96697
2014,Solo heridos leves,Colisión con motocicleta,Heredia,Santo Domingo,Paracito,308,-84.02389,10.01276
2014,Solo heridos leves,Colisión con motocicleta,San José,Moravia,La Trinidad,220,-84.02657,9.98675
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,Guadalupe,218,-84.05650,9.94539
2014,Solo heridos leves,Atropello a persona,San José,Goicoechea,Guadalupe,218,-84.05257,9.94724
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,Calle Blancos,109,-84.05769,9.95071
2014,Solo heridos leves,Atropello a persona,San José,Montes de Oca,San Pedro,Cantonal,-84.04179,9.93951
2014,Con muertos o graves,Colisión entre vehículos,San José,Goicoechea,Ipís,218,-84.02138,9.96619
2014,Solo heridos leves,Colisión con motocicleta,San José,Moravia,San Vicente,Cantonal,-84.03833,9.96174
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,Guadalupe,201,-84.05473,9.94876
2014,Solo heridos leves,Colisión entre vehículos,San José,Montes de Oca,San Pedro,39,-84.05514,9.93562
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,San Francisco,108,-84.06717,9.94151
2014,Solo heridos leves,Colisión con motocicleta,San José,Goicoechea,Guadalupe,200,-84.04854,9.95170
2014,Solo heridos leves,Colisión con motocicleta,San José,Tibás,San Juan,Cantonal,-84.08726,9.96144
2014,Solo heridos leves,Otros,San José,Goicoechea,Mata de Plátano,205,-84.02977,9.94934
2014,Solo heridos leves,Colisión con motocicleta,San José,Moravia,San Vicente,117,-84.05955,9.96551
